春节对联
四言联
风和日丽  三星在户  百事皆乐  民生有幸
人勤地丰  五业其昌  万象更新  国运无疆
云霞呈秀  门迎百福  天开化宇  金莺报喜
梅柳生辉  户纳千祥  人在春台  玉燕迎春
五言联
阳光凝大地 年丰人益寿 迎春接福日 江山千古秀
春色入人家 春早福盈门 足食丰衣年 祖国万年春
人随春意泰 勤劳能致富 同修富裕路 山河添秀色
事共壮怀成 和睦可生财 共建文明村 大地沐春晖
好景年年好 政通千家福 太平真福贵 春晖盈大地
新春岁岁新 人和万户春 春色大文章 正气满乾坤
淑气芝兰茂 三阳临吉地 国登强盛境 春明有富贵
春风桃李香 五福萃华门 人过富裕年 风静全家安
花随春意发 庆新春肇事 人民歌永泰 一年春作首
福从好运来 祝大业终成 祖国庆长春 百事德为先
半年飞瑞雪 岁月随人好 万里春光美 祖国春如海
好景舞春风 山河照眼明 九州瑞气浓 人民力胜天
梅花开五福 年年歌大有 新风开盛世 红点桃花嫩
竹叶报三多 岁岁颂新康 春色壮神州 青描柳色新
天开新岁月 四海春光好 人民歌大治 党指通天路
人改旧乾坤 九州气象新 祖国庆长安 民怀报国心
神州臻百福 风和催四化 玉堂浮瑞气 共祝升平日
盛世集千祥 政通喜千家 金室耀祥光 同沾大有年
事业随春长 普天开景运 跨峥嵘岁月 龙飞欣晓日
风光逐日新 大地沐春晖 奔锦绣前程 马到庆丰功
日月光天德 有年皆丽日 云霞出海曙 春风舒冻柳
云霞拥地灵 无处不春风 梅柳渡江春 瑞雪兆丰年
和光生柳叶 风助飞雪舞 青山多画意 吟竹诗含翠
春色泛桃花 诗伴落梅吟 春雨润诗情 画梅笔带香
华文春日丽 神州春浩荡 普天开远景 云霞成异彩
瑞色紫云高 寰海日光华 大地焕新风 梅柳动春风
六言联
瑞雪娇梅袅柳  户户金花报喜  祖国河山似锦
尊夫爱妻家庭美满 迨其古兮毂我士女 海誓山盟同心永结
敬老扶幼生活欢欣 式相好矣宜尔室家 地阔天高比翼齐飞
花烛光中山盟海誓 栋赴连云庭悬霁月 祥云浮紫阁春风暖
青春路上道合志同 堂延爱日座满春风 喜气溢朱门全家乐
红梅含笑喜成连理 彩集凤毛庆衍麟趾 东阁诗情西昆雅韵
绿柳吐芳永结同心 瑞凝芝草祥发桐枝 南华秋水北苑春山
红叶题诗蓝田种玉 春日融融红梅朵朵 不愿似鸳鸯嬉戏浅水
黄花酿酒黛笔画眉 花香阵阵彩蝶双双 有志像海燕搏击长风
白雪无尘如纯贞爱意   相亲相爱铁肩担宇宙
红梅有信似美好心灵   同心同德妙手绣江山
爱情并蒂花开开不败   喜期办喜事喜中有喜
伴侣常偕心乐乐无穷   新岁迎新人新上加新
携手绘宏图妙笔生花   结一世姻缘山盟海誓
并肩兴大业豪情满志   祝百年伉俪地久天长
良冶良弓喜箕裘克绍   白璧种兰田千年好合
宜家宜室欣琴瑟新调   红丝牵绣纬万载良缘
白壁种蓝田千年合好   万里长空鸾凤双比翼
红丝牵绣纬百载良缘   百年大业夫妻两同心
绿叶衬红花花繁叶茂   盛世结良缘火红事业
情歌谱新曲曲美歌甜   新人怀壮志高尚情操
办喜事喝喜酒皆大欢喜 新社会新人物新婚大喜
结新婚闹新房焕然一新 好劳动好光景好合百年
东风劲玉宇高鸳鸯比翼 新婚新偶新人人人如意
爆竹鸣华灯放龙凤呈祥 佳期佳景佳时时时称心
节约办婚事亲友皆欢喜 缔结同心日丽屏间孔雀
勤俭建家园夫妻更和睦 莲开并蒂影摇池上鸳鸯
配佳偶两片赤诚行大礼 新婚新偶新人人人如意
结良缘百年美满乐长春 佳丽佳期佳景景景称心
蟾影浮光皓月交明花烛 手携手建设文明富强祖国
龙躔应律祥云直逼星桥 肩并肩创造美满幸福家庭
玉烛生辉喜兆千秋鸾凰 连理花开看今日鸾俦凤侣
银灯结彩祥言百代鸳鸯 宜男草长卜他年麟趾螽斯
新人办新事新风传梓里 你敬我爱你我好比鸳鸯鸟
春日布春辉春色满庭园 情投意合情意恰似连理枝
鱼水情深绿叶红花长相伴 鸟恋林鱼恋水情哥恋情妹
夫妻志笃长征骏马共加鞭 云配月叶配花佳女配佳男
蝶恋花花喜蝶花蝶常作伴 相敬如宾发奋图强百世乐
夫敬妻妻爱夫夫妻永相亲 钟情似海勤劳致富万年长
大地花繁蜂舞蝶飞相与伴 一对鸳鸯湖泊游泳清波水
画堂春满燕鸣莺唱总成双 成双鸾凤森林栖息梧桐枝
结伉俪婚礼从俭八方齐赞 相爱相亲家和人寿吉星照
迎新人喜事新办四邻尽欢 同心同德水秀山青喜事连
相敬如宾好好和和四季乐 赐福赐祥结成佳偶今如愿
钟情似海恩恩爱爱百年长 图强图奋珍惜春光大有为
大地香飘蜂忙蝶戏相为伴 婚礼从简三杯清茶谢高朋
人间春到莺歌燕舞总成双 相敬如宾客莫道妇随夫唱
成才创业志趣相投同地久 吉日良辰欣相逢佳期迎婿
情深若战友但求女信男尊 善男信女喜结缘时尚报春
无物可陪三江四水随身带 英才成佳偶杨柳舒芽呈新貌
有言相赠百好一勤致力行 两姓结良缘桃花依旧笑春风
举酒贺新婚人共河山并寿 嘉礼演文明训词与颂词并进
纵情歌盛世春临大地多娇 良辰占吉庆琴韵同歌韵和鸣
男女并肩为锦绣江山添异彩 此日喜成婚海誓山盟期百岁
夫妻携手向伟大祖国献青春 今朝劳玉驾谈今论古饮千觞
英才成佳偶杨柳舒新呈美景
良缘联两姓桃花依旧笑春风
小伙子出嫁敲锣打鼓全村相联
大姑娘招亲鸣鞭放炮阖家欢迎
好国好家好夫好妻好日子好了再好
新春新婚新事新办新家庭新而又新
庆佳节佳节会佳期天朗风和天仙配
贺新春新春办新事花好月圆花为媒
贺春日新婚联
春回谐凤律 桃花开喜色 柳画眉梢黛 花深处鸳鸯并列
风静奏鸾箫 柳浪荡情歌 梅添额上妆 枝稀间凤凰共栖
美满夫妻春自永 春花绣出鸳鸯谱 银梅香里黄莺啭
勤劳门第福常临 夜月香斟琥拍杯 玉树荫中紫凤来
春入翠帏花有色 晓日芙蓉迎日笑 晓起妆台鸾对舞
风来绣阁玉生香 春风杨柳趁风摇 春回画栋燕双栖
喜露滋培连理树 春暖墨融河北纸 春光入院花容艳
春风吹放合欢花 夜深人静海南香 喜气盈门人意和
两情于水春作伴 春风春雨春常在 春风笑引比翼燕
百岁夫妻志相同 喜日喜人喜事多 红雨催开并蒂花
春色娇艳容貌心灵皆俊美  乐事便蕃驾丽凤舞
喜期澄明欢歌笑语尽开颜  韶华绮丽燕笑莺歌
雪兆丰年喜气洋洋办喜事  春归雪化果结如意树上
春满门户新风阵阵促新婚  日丽风和花开幸福泉边
一对璧人来彩笔题成鹦鹉赋
几番花信至春风吹引凤凰箫
贺夏日新婚联
红妆带绾同心结  好花宜种留春苑 蓉屏孔雀舞
碧沼花开并蒂莲  蜜月同游消夏湾 莲沼鸳鸯歌
采花恰值辰初夏  莲花池边成嘉礼 倚栏芍药艳
梦燕欣逢麦报秋  杨柳岸畔咏好逑 并蒂蔷薇香
雪藕冰桃调玉手 枝头榴花红艳艳 才子凌云诗咏雪
瑶琴锦瑟按金徽 绣帏凤侣情殷殷 榴花映日剑摇风
雪藕素莲调玉手 玉楼冰簟鸳鸯枕 风送鸾箫声入户
瑶琴锦瑟按金微 宝钿香娥翡翠裙 云扶风辇喜临门
鸾凤凌云振玉羽 曲奏笙歌迎淑女 凤箫声代迎凉曲
榴花映日摇轻风 筵开凉菜会嘉宾 金屋人簪避暑犀
朝阳彩凤双双舞 玉轸风薰春归夏日 槐暑近凉听雅乐
向日红莲朵朵开 金闺香暖宵短梦长 兰荫消夏谱新歌
千顷金涛迎喜至 槐荫交柯蝉琴谱曲 诗裁纨扇当槐夏
一枝红杏入墙来 莲蕾并蒂鸳梦同帏 曲度琼箫在麦秋
榴结满枝同心果 弹素月琴奏薰风曲 户灿三星诗歌束楚
莲开一沼并蒂花 饮饯春酒题消夏词 祥征百子图写安榴
栀子结同心喜向帘前唤鹦鹉 夏日姻缘红莲出水相映美
莲花开并蒂笑看池畔宿鸳鸯 良辰情侣雏凤凌空试比高
贺秋日新婚联
桂宫蟾耀彩 二美百年好 书屏银烛灿 喜看新郎争采桂
桐院凤栖身 双星七夕逢 宝镜玉台新 欣迎淑女乐留枫
丹枫不减人桃锦 百合香车迎淑女 喜酒香浮蒲洒绿
彩笔挥成玉女诗 中秋朗月照宾朋 榴花艳映佩花红
巧借花容添月色 人间好句题红叶 桂苑月明金作屋
权将秋夜作春宵 天上良缘系彩绳 蓝田日暖玉生烟
月圆花好欢美景 秋色清华迎吉禧 绣幄宵长情馥郁
道合志同度良宵 威仪徽美乐陶情 桂枝香透月团圆
秋满琼京旋折桂 秋色淑华吉祥止止 巧借花容添月色
月明银汉听吹箫 威依徽美乐意陶陶 好将秋夜作春宵
彩凤和鸣梧桐荫茂 皓月清光增客兴 喜日菊香花并蒂
关雎雅化苹藻仪修 中秋佳节乐宾筵 良宵家庆月双圆
银烛高烧月避新妆应怯冷   酒酿黄花，情联驾凤
绛纱好护风摇雅佩不知寒   诗题红叶，梦协能罴
朗月庆长圆光照庭前连理树   鸾凤和鸣，秋光满月
卿云何灿烂瑞符天上吉魁星   雁翔比翼，壮志凌云
嘉会际光明逑好初征双璧合
良辰占吉庆盛仪喜见七香迎
贺冬日新婚联
不夜珠明花灿烂  助我三冬文史足  雁鸣冰未泮
解寒钗暖雪消融  羡君五色笔花新  燕乐岁之余
婚筵留客情弥重  此日花开梅并蒂  梅伴冬日雪
腊鼓催人酒不酣  今宵人庆月初圆  喜返意中人
梅雅兰馨称上品 律叶黄钟听子建 好句联吟初夜月
花情月意缔良缘 月罗紫府耀长庚 卺杯醉饮小阳春
得与梅尊作伴侣 鹦鹉怀中浮竹叶 评花赋就梅妆颜
从来雪松是英雄 凤凰琴里奏梅花 咏絮诗成雪满阶
锦瑟声中鸾对舞 梅雅兰馨称上品 律应黄钟谐凤卜
玉梅花际凤双飞 雪情月意缔良级 春回紫帐协熊占
评花赋就梅妆额 黍谷春回祥开燕春 雪案联吟诗有味
咏絮诗成雪满阶 兰闺宵永梦绕虫飞 冬窗伴读笔生香
雪点香车依是玉 锦里枫丹芳联奕叶 红梅开并蒂
星回茆屋宛然金 华堂藻耀瑞霭琼英 喜烛照双花
梅试香月腾骥足 白雪无尘爱情圣洁 梅花芳讯先春试
月星瑞色映芳樽 红梅有信盟誓坚贞 柳絮吟怀小雪初
英俊儿男风云际会   雪里梅花门前结彩
窈窕淑女冰雪聪明   风中柳絮房内呈祥
合卺交杯洞房花烛三冬暖   两姓良缘天作好合
并肩携手举世芳名四化香   三冬美景雪融清香
梅花隔岁开早夸才子凌云笔   雪笺题吟朱陈结好
柳絮因风起曾记佳人咏雪诗   梅边索句秦晋联姻
大地雪花飘诸客飞觞酣马战  白雪无尘如爱情圣洁
高林梅萼放季男受室慰龙钟  红梅有信似美好心灵
岁序值黄猪兆卜鸾飞偕凤舞 佳节佳期佳境葱茏舞鸾凤
怀觞倾绿蚁喜开蜗室款鸿宾 新人新事新风浩荡振家邦
贺正月新婚联
已睹春云笼彩鬓 良辰占尽无双福  新婚吉庆日
还窥夜月映金莲 新岁初一第一筵  大喜艳阳春
天上四时春作首 春临大地迎新岁  元旦行嘉礼
人间百事婚当先 春到人间贺佳期  新年结良缘
佳节良宵行佳礼 一元复始祯喜庆 月圆花好欢今夕
新年美景庆新婚 万象更新瑞福祥 道合志同贺盛年
春正快睹三阳泰 人喜家欣天下喜 伉俪并鸿光竞美
首岁欣看长子婚 山欢水笑神州欢 生活与岁序更新
桃符新换迎春怡 风纪书元门庭有喜 淡白梨花堪人脸
椒酒还斟合卺杯 鸡声告旦夫妇同心 娇红桃粉可凝腮
银烛光浮元夜月 才贴桃符梅王艳 风暖丹椒青鸾起舞
紫箫吹彻玉堂春 又迎鸾凤喜添翎 日融翠柏彩凤来翔
元旦佳节成吉日 一代桃符宜春共写 乐新春丰年迎喜
新婚妙龄结良缘 万家柏酒合卺同斟 庆吉日盛世联姻
嘉礼欣逢元旦节 吉语饼蕃祥征彩胜 人对艳妆饶艳福
新婚喜放自由花 韶华燕喜辉映春灯 樽倾春酒醉春光
彩灯照洞房新年共饮交心酒  佳节娶佳人频传佳话
华筵款嘉客宾主同端贺喜杯  新年更新貌同谱新篇
庆佳节佳节会佳期天朗星明天仙配
贺新春新春办新事花香月洁花为媒
贺二月新婚联
鸟弄芳圃传韵巧 同心同步百年路  春暖花香鸟语
花明丽月映娇姿 双手共描二月春  夫英妻俊家欢
银灯光摇金缕紫 景值仲春联双美 一对璧人开吉席
玉楼人映杏花红 婚结两姓合一心 二分春色到华堂
二分春色九霄月 仲阳绿柳飞鹦鹉 鸟弄芳园传巧韵
一对新人百载情 花月新风迎凤凰 花明丽月映娇姿
红杏枝头春意闹 燕把春泥筑宝垒 苑内桃花开并蒂
彩门楼下玉箫清 莺穿杨柳织翠丝 檐前燕子习双飞
鹈鹕鸟唤春当仲 柳絮新词传绣阁 并翅金莺初织柳
比目鱼游水正温 杏花春色丽妆台 双飞紫燕未衔泥
姻缘缔结三生久 云拥妆台和风正暖 妆阁红腮桃艳艳
旖旎平分一半春 花迎宝扇丽日初长 镜台绿鬓柳丝丝
夫妇缔姻缘二月结婚花竞放  前程辉煌同事同心同喜
宾朋同祝贺百年偕老月长圆  春光明媚新人新岁新婚
贺三月新婚联
凤翔鸾鸣春正丽 嘉宾戾止苹风暖  桃李香三月
莺歌燕舞日初长 之子于归杏雨浓  姻缘庆百年
名花艳映同心侣 门逢新禧月方满 乐和笙箫吹夜月
美酒春留婪尾杯 花到韶春香正浓 花开桃李笑春风
三春桃花红锦绣 翠柳巧妆鸾凤侣 灼灼桃花遥映面
万盏银烛引玉人 红桃宜挂丽人头 弯弯柳叶远归眉
万紫千红十分春色   荷钱掩映楼头月
双声叠韵一曲新歌   燕翦差池槛外风
烟开柳叶香风起 天郎气清三星在户 景丽三春天台桃核
春人桃花暖气匀 琴耽瑟好百辆盈门 祥开百世金谷花桥
紫箫吹彻燕桥月 桃丽三春璇闺日暖 三月桃花争春色
翠鸟翔还彩屋春 景开百世金谷花娇 一声爆竹引玉人
嘉宾饮多杯莫负他红杏撩人绿杨戏马
新婿逢三月宛如那黄莺作对粉蝶成双
贺四月新婚联
采莲词调更新曲  绕屋扶疏杯映绿 蔷薇香绕屋
咏絮才华写人诗  照人欢爱独摇红 芍药喜拥门
清明盛世应佳日 采莲词调更新谱 美满姻缘天作合
恩爱夫妻共韶华 咏絮才华写入诗 清明时节日初长
牡丹香里人如玉 探花幸际辰初夏 榴火烧天符系赤
喜字门前笑绽花 梦燕欣逢麦至秋 荔云笼院叶题红
首夏为翁难设宴 满架蔷薇香凝绮阁 林鸟声声催布谷
麦秋醮子喜成家 倚阑芍药艳映琼楼 席宾码码兴猜拳
且喜种田添助手 满架蔷薇香浮白酒 月应瑞萱增一叶
更欣中馈得佳人 沿街芍药放拥红妆 丝添长缕结同心
麦浪芳菲莺花共艳 玉轸风薰琴声和畅 青草池塘歌声两部
桃潭稼郁鱼水同欢 金闺日永花气细缦 黄梅时节比翼双飞
儿媳好姻缘四月结婚荷衬绿
宾朋同祝贺百年佳侣叶题红
贺五月新婚联
妆匣尚留金翡翠 绣阁烛映鸳鸯立  绿竹恩爱意
麝香数度绣芙蓉 花坛影偕蝴蝶飞  榴花新人情
卺酒香浮蒲酒绿 佳期临近端阳节  榴天映碧水
榴花艳映烛花红 乐园长开吉利花  蝶舞乘东风
月满槐厅人意好 薄酒泠春迎淑女  榴花添爱意
江深草阁客人单 榴花影日宴嘉宾  仲夏暖衷情
抬头欣见金莺舞 云开兰叶香风起 五月石榴红似火
侧耳喜听彩凤鸣 火灿榴花暖意融 同心夫妇贵如金
爱情因劳动溢美 五星旗下青春健 五世共昌歌燕尔
智慧靠勤奋闪光 一德诗中情谊长 一双恩爱乐新婚
只因菡萏连枝发 榴花似火灼杲日 劳动节迎来劳动女
惹得鸳鸯比翼游 香蒲如云迎丽人 幸福天常光幸福家
才子凌云佳人咏月 艾绶舒风榴花耀火 夫妻似胶漆恩恩爱爱
榴花映日浦叶摇风 鸣鸾歌日彩凤翔云 光景如榴花火火红红
劳有所获一勤天下无难事 喜酒醉榴花面容未似榴红杯莫放
动之以情二南句中有作为 爱情舒柳眼妇眉欲如柳细笔轻描
贺六月新婚联
沼上莲花舒并蒂 调羹新遣细君肉  荷塘新蕊放
庭中荔子缀连枝 雪藕同调公子冰  月色慧心圆
莲沼鸳鸯歌福绿 梧桐枝上栖双凤 乐奏林钟偕凤侣
蓉屏孔雀绚文章 菡萏花间立并鸳 诗歌南国叶螽斯
柳叶眉添金兆笔 已向蓝田收白璧  新花瑞色浮妆阁
藕丝纱罩美人裳 还于绣幕引红绳  早稻薰风入洞房
荷叶池中鱼比目 鸾凤新声早秋叶律 莲渚风清迎淑女
蓝桥石畔凤双飞 鸳鸯好梦盛暑弥酣 梅庭月朗宴嘉宾
六月红莲双蒂艳 鸾凤和鸣莲花并蒂 弹琴咏诗且以喜乐
堂兄好友共交杯 麒麟瑞叶玉树连根 浮瓜沈李大好时光
槐荫连枝百年启瑞  翠竹碧梧丽色映屏间孔雀
荷开并蒂五世征祥  绿槐新柳欢声谐叶底新蝉
贺七月新婚联
蓝桥恩爱重   凤冠逢人间七月  欢声偕鱼水
瓜节谊缘长   鹊桥渡天上双星  喜气溢门庭
九华灯映照金帐  爱情花并蒂 燕子慢疑钗是玉
七孔针穿彩缕丝  比翼鸟双飞 仙郎应悟鹊为桥
红妆带绾同心结 银汉双星金秋七月 银汉一泓看鹊渡
碧叶花开并蒂莲 人间巧节天上佳期 金风万里待鹏飞
新秋吉日迎淑女 月照碧梧双凤影 新秋金阁成佳偶
巧节佳期贺新郎 凤吹绿柳偶莺鸣 瓜月婚期结良缘
两朵红莲开并蒂 路人桃源花灿烂 银流双星金秋吉日
一生忠贞结同心 桥横银汉水涟漪 人间七巧天上佳期
稻熟麦香丰收张嘉宾 试问夜如何？牛女双星缠碧汉
秋高气爽欢乐迎新亲 欲知春几许？凤凰比翼下秦台
阳洧阴长夏去秋来把酒谈心歌泄泄
海誓山盟珠联璧合良辰卜凤咏关关
贺八月新婚联
月掩芙蓉帐  中天一轮满  喜望金菊放
香添锦绣帏  秋日两姓欢  名誉新人来
吉日恰逢桂子熟 今夕月圆花正好  世盛业更盛
新婚喜共月儿圆 明朝道合志长同  月圆人亦圆
新婚喜遇中秋节  花容羞月色 兰室夜深人旖旎
丹桂偏钟稻谷香  秋夜作春宵 桂轮香满月团圆
皓月清光添喜气 才子佳人词填月谱 豆蔻清香传合卺
中秋佳节庆新婚 人间天上曲奏霓裳 芙蓉丽色映新妆
十色缀地花香久 月下花前十分美满 金风已渡黄金屋
五光映天恩爱长 人间天上一样团圆 玉露还滋白玉田
贵礼欣逢中秋节 玉律鸣秋鹊桥路近 云楼欲上攀丹桂
合欢喜在月圆时 金风涤暑鱼水欢谐 月殿先登晤素娥
婚时月圆心更满 丹桂香飘姻联两姓 妆阁试呈双凤舞
饮当桂馥兴龙浓 蟾宫月满喜照人间 蟾宫先折一枝香
秋色清华吉祥逸逸 金屋光辉花正好 志同道合金菊吐艳
威仪徽美乐意陶陶 玉楼宵静月赏圆 花好月圆丹桂飘香
佳节好春光鸟语花香奏佳乐  花好月圆，祝家家幸福
中秋缔良缘月圆人寿谱新曲  婚姻两愿，喜代代风流
银河双星任石烂海枯同心永结
人间佳节共天高地阔比翼齐飞
贺九月新婚联
黄菊绽金光云髻 完婚喜值三秋候  摘花迎淑女
芙蓉含露醉朱颜 合卺欣逢九月天  采菊赏佳宾
送酒刚送开径后 萸囊色映齐眉案 九朵秋花簪凤髻
调羹时值授衣时 菊圃香传合卺杯 一弯新月画蛾眉
笑把黄花轻插凤 酿熟黄华节逢重九 红叶染成诗作伐
间拈黛笔淡描蛾 眉分碧月样画初三 黄花酿出酒盈樽
士君子爱敬堂怀 气爽秋高金菊吐艳 不劳鸿雁传尺素
莫把新婚移少慕 月圆花好丹桂流金 且喜秋声入洞房
彩笔生花书成锦宇 彩笺吟就新诗好 堂上瑟琴看并蒂
新诗撷艳体合香奁 红袖擎来菊酒香 天边鸿雁听和鸣
凤髻黄花添秀色
蛾眉斑管画新妆
贺十月新婚联
国庆佳节成佳偶 池生秋月竹叶秀  造凤雄雀化
福祥良辰结良缘 帘映英姿笑声喧  明月凤凰飞
百族万方歌国庆 同心盟证三生石  小春迎雅客
一门二秀唱家祥 连理枝开十月花  阳月惠佳人
十里凯歌传吉庆 画蛾自见银钩灿  十分美好日
一堂鸿喜染祥棋 簪凤犹闻玉骨春  一往深情时
喜酒饮来三日醉 风和日丽金十月 十月金风入金屋
早梅分得一枝春 夫唱妇随乐百年 一双佳偶逢佳期
翡翠帘垂初夜月 十月美景常在目 十里笙箫迎淑女
芙蓉镜映小阳春 两情佳期早归心 一番锣鼓贺新郎
花放芙蓉春尚小 几度新诗题红叶 家国同迎喜庆日
酒斟琥珀夜初长 十分恩爱到白头 夫妻共唱幸福歌
大雁乘风飞玉宇 红锦裁云紫箫吹月 婚庆喜逢国庆节
夫妻比翼乐阳春 翠屏引凤彩帐栖鸾 桂花偏惹菊花香
点额新妆春探梅岭 梅花芳讯先春试 两姓良缘天作合
同心嘉偶喜溢兰闺 柏叶吟怀小雪初 三冬好景月初圆
十里山河处处莺莺燕燕  十里梅花香共吟陆游佳句
一园春色朝朝我我卿卿  一天瑞色美同驾宗悫长风
小子结良缘恰当点额新梅刚逢十月
嘉宾开雅量正好猜拳放马畅饮三杯
贺十一月新婚联
雪案初吟才女絮  凤振双飞翼
