遥山丽如绮 长流萦似带
山静不应闻屈鸟 草深从使翳贪泉
蟹奴晴上临潮槛 燕婢秋随过海船
红翠数声瑶室响 真檀一炷石楼深
山都遣负沽来酒 樵客容看化后金
池文带月铺金簟 莲朵含风动玉杯
往往竹梢摇翡翠 时时杉子掷莓苔
十里寻山为思役 五更看月是情差
分将吟咏华双鬓 力以壶觞固百骸
军前草奏旄头下 城上封书箭簳中
围合只应闻晓雁 血腥何处避春风
山客为医翻贳药 野僧因吊却焚香
峰头孤冢为云穴 松下灵筵是石床
退公只傍苏劳竹 移宴多随末利花
铜鼓夜敲溪上月 布帆晴照海边霞
池无飞浪争教舞 洲少轻沙若遣栖
烟外失群惭雁鹜 波中得志羡凫鹥
宾草每容闲处见 击琴多任醉中闻
钓前青翰交加倚 醉后红鱼取次分
开时的定涵云液 劚后还应带石花
名士寄来消酒渴 野人煎处撇泉华
生前有敌唯丹桂 没后无家只白蘋
箬下斩新醒处月 江南依旧咏来春
日干阴藓厚堪剥 藤把欹松牢似绳
捣药香侵白袷袖 穿云润破乌纱棱
郡侯闻誉亲邀得 乡老知名不放还
应带瓦花经汴水 更携云实出包山
因分鹤料家资减 为置僧餐口数添
静里改诗空凭几 寒中注易不开帘
竹屏风扇抄遗事 柘步舆竿系隐书
绛树实多分紫鹿 丹沙泉浅种红鱼
桂寒自落翻经案 石冷空消洗钵泉
炉里尚飘残玉篆 龛中仍锁小金仙
大椿枯后新为记 仙鹤亡来始有铭
琼板欲刊知不朽 冰纨将受恐通灵
高韵最宜题雪赞 逸才偏称和云谣
风吹翠蜡应难刻 月照清香太易消
一堆方册为侯印 三级幽岩是将坛
醉少最因吟月冷 瘦多偏为卧云寒
白菊为霜翻带紫 苍苔因雨却成红
迎潮预遣收鱼笱 防雪先教盖鹤笼
琥珀珠黏行处雪 棕榈帚扫卧来云
松扉欲启如鸣鹤 石鼎初煎若聚蚊
床寒不奈云萦枕 经润何妨雨滴函
饮涧猿回窥绝洞 缘梯人歇倚危杉
盈箧共开华顶药 满瓶同坼惠山泉
蟹因霜重金膏溢 橘为风多玉脑鲜
勒铭虽即多遗草 越海还能抵万金
鲸鬣晓掀峰正烧 鳌睛夜没岛还阴
逍遥只恐逢雪将 恬淡真应降月妃
仙市鹿胎如锦嫩 阴宫燕肉似酥肥
霜中一钵无辞乞 湖上孤舟不废禅
梦入琼楼寒有月 行过石树冻无烟
晓案琼文光洞壑 夜坛香气惹杉松
闲迎仙客来为鹤 静噀灵符去是龙
琼函静启从猿觑 金液初开与鹤尝
八会旧文多搭写 七真遗语剩思量
池里群鱼曾受戒 林间孤鹤欲参禅
鸡头竹上开危径 鸭脚花中擿废泉
天影晓通金井水 山灵深护玉门沙
空坛礼后销香母 阴洞缘时触乳花
酬赠既无青玉案 纤华犹欠赤霜袍
烟披怪石难同逸 竹映仙禽未胜高
无事只陪看藕样 有钱唯欲买湖光
醉来浑忘移花处 病起空闻焙药香
几箧诗编分贵位 一林石笋散豪家
儿过旧宅啼枫影 姬绕荒田泣稗花
尘外乡人为许掾 山中地主是茅君
将收芝菌唯防雪 欲晒图书不奈云
蕊香亦似浮金靥 花样还如镂玉钱
玩影冯妃堪比艳 炼形萧史好争妍
阴苔尚有前朝迹 皎月新无昨夜声
菰米正残三日料 筠笼休碍九霄程
鹤有一声应是哭 丹无余粒恐潜飞
烟凄玉笥封云篆 月惨琪花葬羽衣
茅山顶上携书簏 笠泽心中漾酒船
桐木布温吟倦后 桃花饭熟醉醒前
久断杯盂华盖喜 忽闻歌吹谷神惊
褵褷正重新开柳 呫嗫难通乍啭莺
形影欲归温室树 梦魂犹傍越溪莲
空将海月为京信 尚使樵风送酒船
登第已闻传祢赋 问安犹听讲韩诗
竹人临水迎符节 风母穿云避信旗
茂苑楼台低槛外 太湖鱼鸟彻池中
萧疏桂影移茶具 狼藉蘋花上钓筒
贝多纸上经文动 如意瓶中佛爪飞
飓母影边持戒宿 波神宫里受斋归
无限属城为裸国 几多分界是亶州
取经海底开龙藏 诵咒空中散蜃楼
分泉过屋舂青稻 拂雾彯衣折紫茎
蒸处不教双鹤见 服来唯怕五云生
惊怪儿童呼不得 尽冲烟雨漉车螯
严陵滩势似云崩 钓具归来放石层
应是天教开汴水 一千余里地无山
尽道隋亡为此河 至今千里赖通波
湖后钓筒移夜雨 竹傍眠几侧晨风
图梅带润轻沾墨 画藓经蒸半失红
清烟埋阳乌 蓝空含秋毫
冠倾慵移簪 杯干将餔糟
舟闲攒轻蘋 桨动起静鸟
阴稀余桑闲 缕尽晚茧小
村深啼愁鹃 浪霁醒睡鹭
书疲行终朝 罩困卧至暮
松声将飘堂 岳色欲压席
弹琴奔玄云 劚药折白石
鸬鹚成群嬉 芙蓉相偎眠
鱼通蓑衣城 帆过菱花田
冲崖搜松根 点沼写芡响
舟轻通萦纡 栈堕阻指掌
檐虚能彯斜 舍蠹易漏破
宵愁将琴攻 昼闷用睡过
荷倾还惊鱼 竹滴复触鹤
闲僧千声琴 宿客一笈药
历山居处当天半 夏里松风尽足听
晓景半和山气白 薇香清净杂纤云
台前过雁盈千百 泉石无情不寄书
十里松萝阴乱石 门前幽事雨来新
杖剑对尊酒 耻为游子颜
蝮蛇一螫手 壮士即解腕
爪牙在胸中 剑戟无所畏
人言畏猛虎 谁是撩头弊
南山掌上来 下敌新恩重
后宫多窈窕 日日学新声
沈沈到波底 恰共波同色
牵时万鬐入 已有千钧力
不知潜鳞处 但去笼烟水
时穿紫屏破 忽值朱衣起
虽然烦取舍 未肯求津要
多为虾蚬误 已分笑
蓬差橹相应 雨慢烟交织
须臾中芳饵 迅疾如飞翼
闲乘风水便 敢议朱丹毂
高多倚衡惧 下有折轴速
缺处欲随波 波中先置笱
投身入笼槛 自古难飞走
持矛若羽轻 列烛如星烂
伤鳞跳密藻 碎首沈遥岸
青枫下晚照 正在澄明里
抨弦断荷扇 溅血殷菱蕊
铿如木铎音 势若金钲急
驱之就深处 用以资俯拾
千颅咽云上 过半随潮落
其间风信背 更值雷声恶
寒鱼遂家此 自以为生计
春冰忽融冶 尽取无遗裔
还同汗漫游 遂以江湖处
如非一神守 潜被蛟龙主
盈川是毒流 细大同时死
不唯空饲犬 便可将贻蚁
朝随稚子去 暮唱菱歌还
倚石迟后侣 徐桡供远山
盛鱼自足餐 寘璧能为害
时将刷蘋浪 又取悬藤带
岂谓钓家流 忽同禅室号
闲凭山叟占 晚有溪禽嫪
坡阤坐鳌背 散漫垂龙发
持竿从掩雾 置酒复待月
上有青袯襫 下有新腒疏
滴沥珠影泫 离披岚彩虚
冒雪或平檐 听泉时仄顶
飙移霭然色 波乱危如影
沙禽固不知 钓伴犹初觉
闲从翠微拂 静唱沧浪濯
抽条欲千尺 众亦疑朴樕
一朝蒙翦伐 万古辞林麓
门当清涧尽 屋在寒云里
山棚日才下 野灶烟初起
所图山褐厚 所爱山炉热
不知冠盖好 但信烟霞活
才穿远林去 已在孤峰上
薪和野花束 步带山词唱
方愁山缭绕 更值云遮截
争推好林浪 共约归时节
丁丁在前涧 杳杳无寻处
巢倾鸟犹在 树尽猿方去
欲下半岩时 忧襟两如结
风高势还却 雪厚疑中折
向背得清飙 相追无近远
采山一何迟 服道常苦蹇
深炉与远烧 此夜仍交光
或似坐奇兽 或如焚异香
因知负樵乐 不减援琴兴
出林方自转 隔水犹相应
降为嵇阮徒 动与尊罍并
不独祭天庙 亦应邀客星
味既敌中山 饮宁拘一斛
春疑浸花骨 暮若酣云族
持来欢伯内 坐使贤人清
不待盎中满 旋供花下倾
糟深贮方半 石重流还咽
闲移秋病可 偶听寒梦缺
高低过反坫 大小随圆瓿
数钱红烛下 涤器春江口
行人落帆上 远树涵残阳
凝睇复凝睇 一觞还一觞
风欹翠竹杠 雨澹香醪字
才来隔烟见 已觉临江迟
斫得奇树根 中如老蛟穴
时招山下叟 共酌林间月
殊无甲兵守 但有糟浆气
雉堞屹如狂 女墙低似醉
广莫是邻封 华胥为附丽
三杯闻古乐 伯雅逢遗裔
残霞入醍齐 远岸澄白酂
后土亦沈醉 奸臣空浩歌
潜倾邺宫酒 忽作商庭漦
若怒鳞甲赤 如酣头角垂
溢处每淋漓 沉来还濎滢
常闻清凉酎 可养希夷性
波上任浮身 风来即开口
荒唐意难遂 沉湎名不朽
尝作酒家语 自言中圣人
奇器质含古 挫糟未应醇
制为酒中物 恐是琴之余
一弄广陵散 又裁绝交书
向阳就中密 背涧差还少
遥盘云髻慢 乱簇香篝小
闲来北山下 似与东风期
雨后探芳去 云间幽路危
轻烟渐结华 嫩蕊初成管
寻来青霭曙 欲去红云暖
制作自野老 携持伴山娃
昨日斗烟粒 今朝贮绿华
门因水势斜 壁任岩隈曲
朝随鸟俱散 暮与云同宿
盈锅玉泉沸 满甑云芽熟
奇香袭春桂 嫩色凌秋菊
方圆随样拍 次第依层取
山谣纵高下 火候还文武
那堪风雪夜 更值烟霞友
曾过赪石下 又住清溪口
岂如珪璧姿 又有烟岚色
光参筠席上 韵雅金罍侧
时于浪花里 并下蓝英末
倾余精爽健 忽似氛埃灭
洞庭波色惜不得 东风领入黄金尊
千筠掷毫春谱大 碧舞红啼相倡和
邻肩抵尾乍依隈 横去斜奔忽分散
荒陂断堑无端入 背上时时孤鸟立
兼似孤舟小泊时 风吹折苇来相佐
我有愁襟无可那 才成好梦刚惊破
司命旍旌未下来 焚香抱简凝神立
残星下照霓襟冷 缺月才分鹤轮影
风助流还急 烟遮点渐凝
不须轻列宿 才可拟孤灯
一腹清何甚 双翎薄更无
伴貂金换酒 并雀画成图
殷勤付柔握 淅沥待清吹
午气朱崖近 宵声白羽随
雁寒犹忆侣 人病更离家
短鬓看成雪 双眸旧有花
积霭迷青琐 残霞动绮疏
山应列圆峤 宫便接方诸
啸台随日辨 樵斧带风闻
晓著衣全湿 寒冲酒不醺
药有巴賨卖 枝多越鸟啼
夜清先月午 秋近少岚迷
坛当星斗下 楼拶翠微边
一半遥峰雨 三条古井烟
草细眠应久 泉香饮自多
认声来月坞 寻迹到烟萝
至今山客说 时驾玉麟归
乳蒂缘松嫩 芝台出石微
似吹双羽管 如奏落霞琴
倒穴漂龙沫 穿松溅鹤襟
外形坚绿壳 中味敌璚英
堕石樵儿拾 敲林宿鸟惊
但为连臂饮 不作断肠声
野蔓垂缨细 寒泉佩玉清
好渔翁亦喜 新白鸟还惊
沙际拥江沫 渡头横雨声
瘦于霜鹤胫 奇似黑龙须
拄访谭玄客 持看泼墨图
绕为千嶂远 深置一潭寒
坐久云应出 诗成墨未干
所以亲逋客 兼能助五禽
倚肩沧海望 钩膝白云吟
外堪欺玳瑁 中可酌昆仑
水绕苔矶曲 山当草阁门
我亦休文瘦 君能叔宝清
药须勤一服 春莫累多情
所以令心苦 还应是骨清
酒香偏入梦 花落又关情
菊承荒砌露 茶待远山泉
画古全无迹 林寒却有烟
苦调虽潜倚 灵音自绝群
茅峰曾醮斗 笠泽久眠云
玄堪教凤集 书好换鹅群
叶堕平台月 香消古径云
不嫌请薄俸 为喜带名山
默祷三真后 高吟十字还
薄俸虽休入 明霞自足餐
暗霜松粒赤 疏雨草堂寒
自为重相见 应无今日悲
道孤逢识寡 身病买名迟
独坐犹过午 同吟不到西
疏芒唯斗在 残白合河迷
万古清风吹作籁 一条寒溜滴成穿
闲追金带徒劳恨 静格朱丝更可怜
虽蒙静置疏笼晚 不似闲栖折苇秋
自昔稻粱高鸟畏 至今珪组野人仇
闲阶雨过苔花润 小簟风来薤叶凉
南国羽书催部曲 东山毛褐傲羲皇
生公把经向石说 而我对月须人为
独行独坐亦独酌 独玩独吟还独悲
霏霏晚砌烟华上 淅淅疏帘雨气通
君整轮蹄名未了 我依琴鹤病相攻
帘斜树隔情无限 烛暗香残坐不辞
最爱笙调闻北里 渐看星澹失南箕
月朵暮开无绝艳 风茎时动有奇香
何惭谢雪清才咏 不羡刘梅贵主妆
题诗朝忆复暮忆 见月上弦还下弦
遥为晚花吟白菊 近炊香稻识红莲
五丁驱得神功尽 二酉搜来秘检疏
炀帝帆樯留泽国 淮王笺奏入班书
枫汀尚忆逢人别 麦陇唯应欠雉眠
更拟结茅临水次 偶因行药到村前
鸟在寒枝栖影动 人依古堞坐禅深
明时尚阻青云步 半夜犹追白石吟
光填马窟盖塞外 势压鹤巢偏殿巅
山炉瘿节万状火 墨突乾衰孤穗烟
徒爱右军遗点画 闲披左氏得膏肓
无因月殿闻移屟 只有风汀去采香
高处朵稀难避日 动时枝弱易为风
堪将乱蕊添云肆 若得千株便雪宫
风怜薄媚留香与 月会深情借艳开
梁殿得非萧帝瑞 齐宫应是玉儿媒
三千余岁上下古 八十一家文字奇
冷梦汉皋怀鹿隐 静怜烟岛觉鸿离
只道府中持简牍 不知林下访渔樵
花盘小墢晴初压 叶拥疏篱冻未烧
自是扬雄知郭索 且非何胤敢餦餭
骨清犹似含春霭 沫白还疑带海霜
褵褷满地贝多雪 料峭入楼于阗风
水榭初抽寥泬思 作窗犹挂梦魂中
清涧无波鹿无魄 白云有根虬有须
云虬涧鹿真逸调 刀名锥利非良图
十亩芳菲为旧业 一家烟雨是元功
闲添药品年年别 笑指生涯树树红
丹华乞曙先侵日 金焰欺寒却照霜
谁与佳名从海曲 只应芳裔出河阳
良玉有浆须让味 明珠无颣亦羞圆
堪居汉苑霜梨上 合在仙家火枣前
庭前有蝶争烟蕊 帘外无人报水筒
行药不离深幌底 寄书多向远山中
春恨与谁同酩酊 玄言何处问逍遥
题诗石上空回笔 拾蕙汀边独倚桡
唯奈瘴烟笼饮啄 可堪春雨滞飞鸣
鸳鸯水畔回头羡 豆蔻图前举眼惊
执盖冒花香寂历 侍晨交佩响阑珊
将排凤节分阶易 欲校龙书下笔难
花匠凝寒应束手 酒龙多病尚垂头
无穷懒惰齐中散 有底机谋敌右侯
佳酒旋倾醽醁嫩 短船闲弄木兰香
烟丝鸟拂来萦带 蕊榼人收去约簧
虽愁野岸花房冻 还得山家药笋肥
双屐著频看齿折 败裘披苦见毛稀
因吟郢岸百亩蕙 欲采商崖三秀枝
栖野鹤笼宽使织 施山僧饭别教炊
行歇每依鸦舅影 挑频时见鼠姑心
凌风蔼彩初携笼 带露虚疏或贮襟
烟径水涯多好鸟 竹床蒲椅但高僧
须知日富为神授 只有家贫免盗憎
秦狱已收为厉气 瘴江初返未招魂
英材尽作龙蛇蛰 战地多成虎豹村
向日乍惊新茧色 临风时辨白萍文
好将花下承金粉 堪送天边咏碧云
七字篇章看月得 百劳言语傍花闻
闲寻古寺消晴日 最忆深溪枕夜云
自与酌量煎药水 别教安置晒书床
依方酿酒愁迟去 借样裁巾怕索将
东风料峭客帆远 落叶夕阳天际明
战舸昔浮千骑去 钓舟今载一翁轻
废苑池台烟里色 夜村蓑笠雨中声
汀洲月下菱船疾 杨柳风高酒旆轻
月在石头摇戍角 风生江口亚帆竿
闲随野醉溪声闹 独伴清谭晓色残
初觉顶寒生远吹 预忧头白透新霜
堪窥水槛澄波影 好拂花墙亚蕊香
初下雪窗因眷恋 次乘烟幰奈光辉
参差扇影分华月 断续箫声落翠微
鳞隳似撤骚人屋 腹断疑伤远客书
避网几跳山影破 逆风曾蹙浪花虚
草碧未能忘帝女 燕轻犹自识宫钗
江山只有愁容在 剑珮应和愧色埋
居士只今开梵处 先生曾是草玄堂
清尊林下看香印 远岫窗中挂钵囊
澄沙脆弱闻应伏 青铁沈埋见亦羞
最称风亭批碧简 好将云窦渍寒流
去把彩毫挥下国 归参黄绶别春卿
闲窥碧落怀烟雾 暂向金庭隐姓名
外布芳菲虽笑日 中含芒刺欲伤人
清香往往生遥吹 狂蔓看看及四邻
持次想添香积饭 覆时应带步罗钟
光寒好照金毛鹿 响静堪降白耳龙
蕙带又闻宽沈约 茅斋犹自忆王微
方灵只在君臣正 篆古须抛点画肥
经略彴时冠暂亚 佩笭箵后带频搊
蒹葭鹭起波摇笠 村落蚕眠树挂钩
月苗杯举存三洞 云蕊函开叩九章
一掬阳泉堪作雨 数铢秋石欲成霜
身前古态熏应出 世上愁痕滴合平
饮啄断年同鹤俭 风波终日看人争
日暖烟花曾扑地 气浮星象却归天
闲将水石侵军垒 醉引笙歌上钓船
尽趁晴明修网架 每和烟雨掉缲车
啼鸾偶坐身藏叶 饷妇归来鬓有花
亦以鱼虾供熟鹭 近缘樱笋识邻翁
闲分酒剂多还少 自记书签白间红
堪临薤簟闲凭月 好向松窗卧跂风
持赠敢齐青玉案 醉吟偏称碧荷筒
三泖凉波鱼蕝动 五茸春草雉媒娇
云藏野寺分金刹 月在江楼倚玉箫
居人爱近沈珠浦 候吏多来拾翠洲
賨税尽应输紫贝 蛮童多学佩金钩
暂应青词为穴凤 却思丹徼伴冥鸿
金公的的生炉际 琼刃时时到梦中
酒满椰杯消毒雾 风随蕉叶下泷船
人多药户生狂蛊 吏有珠官出俸钱
僧穿小桧才分影 鱼掷高荷渐有声
因忆故山吟易苦 各横秋簟梦难成
初呈酒务求专判 合祷山祠请自差
永夜谭玄侵罔象 一生交态忘形骸
檄下连营皆破胆 剑离孤匣欲吹毛
清秋月色临军垒 半夜淮声入贼壕
城连虎踞山图丽 路入龙编海舶遥
江客渔歌冲白荇 野禽人语映红蕉
常依净住师冥目 兼事容成学算心
逋客预斋还梵唱 老猿窥祭亦悲吟
时时失伴沈山影 往往争飞杂浪花
晚树清凉还鸀鳿 旧巢零落寄蒹葭
寒花独自愁中见 曙角多同醒后闻
钓具每随轻舸去 诗题闲上小楼分
名参鬼盖须难见 材似人形不可寻
品第已闻升碧简 携持应合重黄金
芙蓉湖上吟船倚 翡翠岩前醉马分
只有汀洲连旧业 岂无章疏动遗文
周郎计策清宵定 曹氏楼船白昼灰
五十八年争虎视 三千余骑骋龙媒
虽然诗胆大如斗 争奈愁肠牵似绳
短烛初添蕙幌影 微风渐折蕉衣棱
贪广异蔬行径窄 故求偏药出钱添
同人散后休赊酒 双燕辞来始下帘
烟霞鹿弁聊悬著 邻里渔舠暂解还
文草病来犹满箧 药苗衰后即离山
堕阶红叶谁收得 半盎清醪客酹干
玉笈诗成吟处晓 金沙泉落梦中寒
亦谓神仙同许郭 不妨才力似班扬
比于黄绢词尤妙 酬以霜缣价未当
经抄未成抛素几 锡环应撼过寒塘
蒲团为拂浮埃散 茶器空怀碧饽香
飞觥壮若游燕市 觅句难于下赵城
隔岭故人因会忆 傍檐栖鸟带吟惊
鹤庙未能齐月驭 鹿门聊拟并云窗
藓衔荒磴移桑屐 花浸春醪挹石缸
若非宗测图山后 即是韩康卖药回
溪籁自吟朱鹭曲 沙云还作白鸥媒
窗怜返照缘书小 庭喜新霜为橘红
衰柳尚能和月动 败兰犹拟倩烟笼
病客功夫经未演 故人书信纳新磨
闲临静案修茶品 独旁深溪记药科
清晨自削灵香柹 独夜空吟碧落书
十洞飞精应遍吸 一簪秋发未曾梳
霜月满庭人暂起 汀洲半夜雁初惊
三秋每为仙题想 一日多因累句倾
封题玉洞虚无奏 点检霜坛沆瀣杯
